ob_above_pip_1m,ob_above_thickness_pip_1m,ob_below_pip_1m,ob_below_thickness_pip_1m,fvg_above_pip_1m,fvg_above_size_pip_1m,fvg_below_pip_1m,fvg_below_size_pip_1m,fib_0_pip_1m,fib_236_pip_1m,fib_382_pip_1m,fib_500_pip_1m,fib_618_pip_1m,fib_786_pip_1m,fib_1000_pip_1m,vwap_pip_1m,vwap_u1_pip_1m,vwap_l1_pip_1m,vwap_u2_pip_1m,vwap_l2_pip_1m,vwap_band1_thickness_pip_1m,vwap_band2_thickness_pip_1m,vp_poc_pip_1m,vp_vah_pip_1m,vp_val_pip_1m,vp_va_thickness_pip_1m,mtf_pdh_pip_1m,mtf_pdl_pip_1m,mtf_pwh_pip_1m,mtf_pwl_pip_1m,structure_above_pip_1m,structure_above_kind_1m,structure_below_pip_1m,structure_below_kind_1m,eq_above_pip_1m,eq_above_kind_1m,eq_below_pip_1m,eq_below_kind_1m,ob_above_pip_10m,ob_above_thickness_pip_10m,ob_below_pip_10m,ob_below_thickness_pip_10m,fvg_above_pip_10m,fvg_above_size_pip_10m,fvg_below_pip_10m,fvg_below_size_pip_10m,fib_0_pip_10m,fib_236_pip_10m,fib_382_pip_10m,fib_500_pip_10m,fib_618_pip_10m,fib_786_pip_10m,fib_1000_pip_10m,vwap_pip_10m,vwap_u1_pip_10m,vwap_l1_pip_10m,vwap_u2_pip_10m,vwap_l2_pip_10m,vwap_band1_thickness_pip_10m,vwap_band2_thickness_pip_10m,vp_poc_pip_10m,vp_vah_pip_10m,vp_val_pip_10m,vp_va_thickness_pip_10m,mtf_pdh_pip_10m,mtf_pdl_pip_10m,mtf_pwh_pip_10m,mtf_pwl_pip_10m,structure_above_pip_10m,structure_above_kind_10m,structure_below_pip_10m,structure_below_kind_10m,eq_above_pip_10m,eq_above_kind_10m,eq_below_pip_10m,eq_below_kind_10m,ob_above_pip_1h,ob_above_thickness_pip_1h,ob_below_pip_1h,ob_below_thickness_pip_1h,fvg_above_pip_1h,fvg_above_size_pip_1h,fvg_below_pip_1h,fvg_below_size_pip_1h,fib_0_pip_1h,fib_236_pip_1h,fib_382_pip_1h,fib_500_pip_1h,fib_618_pip_1h,fib_786_pip_1h,fib_1000_pip_1h,vwap_pip_1h,vwap_u1_pip_1h,vwap_l1_pip_1h,vwap_u2_pip_1h,vwap_l2_pip_1h,vwap_band1_thickness_pip_1h,vwap_band2_thickness_pip_1h,vp_poc_pip_1h,vp_vah_pip_1h,vp_val_pip_1h,vp_va_thickness_pip_1h,mtf_pdh_pip_1h,mtf_pdl_pip_1h,mtf_pwh_pip_1h,mtf_pwl_pip_1h,structure_above_pip_1h,structure_above_kind_1h,structure_below_pip_1h,structure_below_kind_1h,eq_above_pip_1h,eq_above_kind_1h,eq_below_pip_1h,eq_below_kind_1h,atr_1m,volume_1m,ema9_volume_1m,trails_3m,trails_5m,trails_10m,trails_15m
46.3333333333285,86,97.1666666666715,25,33.3333333333285,10,31.1666666666715,87,261.666666666672,188.742666666672,143.628666666671,107.166666666672,70.704666666672,18.7926666666754,47.3333333333285,344.713035577646,99.8776494961057,589.548421659187,144.95773658542,834.383807740713,489.670772163072,979.341544326143,152.466666666834,67.3999999998923,553.400000000023,620.799999999916,13364.3333333333,12620.3333333333,13548.3333333333,8244.33333333333,5.33333333332848,BOS,-49.6666666666715,BOS,,NONE,,NONE,530.333333333328,118,66.1666666666715,89,354.833333333328,55,451.166666666672,59,812.666666666672,338.306666666671,44.8466666666645,192.333333333328,429.513333333321,767.193333333329,1197.33333333333,268.970165786523,853.429415547915,315.48908397487,1437.88866530931,899.948333736262,1168.91849952279,2337.83699904558,833.626666666649,1302.66666666666,175.520000000004,1478.18666666666,13364.3333333333,12620.3333333333,13548.3333333333,8244.33333333333,343.333333333328,CHoCH,-21.6666666666715,BOS,,NONE,,NONE,837.833333333328,139,1281.16666666667,417,355.833333333328,7,253.166666666672,41,1197.33333333333,995.789333333334,871.105333333326,770.333333333328,669.561333333331,526.089333333322,343.333333333328,5261.29015590681,693.752333113487,9828.82797870014,3873.78548967985,14396.3658014935,9135.07564558666,18270.1512911733,1859.26666666665,1241.93333333333,8268.41333333333,9510.34666666666,13364.3333333333,12620.3333333333,13548.3333333333,8244.33333333333,343.333333333328,CHoCH,-227.666666666672,CHoCH,,NONE,,NONE,5.35551255509008,154,79.7067252583766,0,0,0,0
,,220.166666666672,13,,,63.1666666666715,29,329.666666666672,307.246666666673,293.376666666678,282.166666666672,270.956666666665,254.996666666673,234.666666666672,679.151126321056,422.930131206376,935.372121435736,166.709136091697,1191.59311655042,512.441990229352,1024.8839804587,467.00666666661,258.126666666634,907.146666666624,649.01999999999,13048.3333333333,12304.3333333333,13232.3333333333,7928.33333333333,,NONE,-191.666666666672,BOS,,NONE,,NONE,214.333333333328,118,306.166666666672,143,,,143.166666666672,65,1128.66666666667,654.306666666671,360.846666666665,123.666666666672,113.513333333321,451.193333333329,881.333333333328,85.904644887225,498.015150685344,669.824440459794,1081.93494625791,1253.74423603236,1167.83959114514,2335.67918229029,517.626666666663,986.666666666657,519.94666666667,1506.61333333333,13048.3333333333,12304.3333333333,13232.3333333333,7928.33333333333,27.3333333333285,CHoCH,-234.666666666672,BOS,,NONE,,NONE,521.833333333328,139,1597.16666666667,417,39.8333333333285,7,569.166666666672,41,881.333333333328,679.789333333334,555.105333333326,454.333333333328,353.561333333331,210.089333333322,27.3333333333285,5573.14761358968,1004.98110011512,10141.3141270642,3563.18541335945,14709.4806405388,9136.33302694912,18272.6660538982,2175.26666666665,925.933333333334,8584.41333333333,9510.34666666666,13048.3333333333,12304.3333333333,13232.3333333333,7928.33333333333,27.3333333333285,CHoCH,-543.666666666672,CHoCH,,NONE,,NONE,5.3316033833215,133,110.530266983647,0,0,0,0
282.666666666672,14,45.8333333333285,25,267.166666666672,5,,,37.6666666666715,60.0866666666698,73.9566666666651,85.1666666666715,96.3766666666779,112.33666666667,132.666666666672,248.267071525537,5.95414318742405,502.488286238498,260.175357900385,756.70950095146,508.442429425916,1016.88485885183,105.15999999996,365.213333333348,476.906666666633,842.119999999981,13415.6666666667,12671.6666666667,13599.6666666667,8295.66666666667,1.66666666667152,BOS,-23.3333333333285,CHoCH,,NONE,,NONE,61.1666666666715,143,14.8333333333285,89,23.1666666666715,93,399.833333333328,59,761.333333333328,286.973333333328,6.4866666666785,243.666666666672,480.846666666665,818.526666666672,1248.66666666667,259.610898457759,841.154907976466,321.933111060949,1422.69891749517,903.477120579657,1163.08801903742,2326.17603807483,884.960000000006,1354,166.82666666666,1520.82666666666,13415.6666666667,12671.6666666667,13599.6666666667,8295.66666666667,29.6666666666715,BOS,-320.333333333328,CHoCH,,NONE,,NONE,889.166666666672,139,1229.83333333333,417,42.6666666666715,26,201.833333333328,41,1248.66666666667,1047.12266666668,922.438666666669,821.666666666672,720.894666666674,577.422666666665,394.666666666672,5202.10159563311,633.258038375017,9770.9451528912,3935.58551888309,14339.7887101493,9137.6871145162,18275.3742290324,1807.93333333331,1293.26666666668,8217.07999999999,9510.34666666666,13415.6666666667,12671.6666666667,13599.6666666667,8295.66666666667,394.666666666672,CHoCH,-176.333333333328,CHoCH,,NONE,,NONE,9.41603592425281,814,395.735087663518,0,0,0,0
21,22,90,24,,,25,16,377,280.475999999995,220.762000000002,172.5,124.237999999998,55.525999999998,32,384.122494504263,234.828787297607,533.416201710919,85.5350800909655,682.709908917561,298.587414413301,597.174828826602,442.640000000087,254.400000000052,529.520000000048,275.119999999995,13071,12327,13255,7951,,NONE,-57,CHoCH,,NONE,,NONE,237,118,114,80,,,170.5,55,1106,631.639999999999,338.179999999993,101,136.179999999993,473.860000000001,904,99.4887499662291,477.720876848092,676.69837678055,1054.93050366241,1253.90800359487,1154.41925362864,2308.83850725727,540.293333333335,1009.33333333333,511.493333333332,1520.82666666666,13071,12327,13255,7951,50,CHoCH,-18,BOS,,NONE,,NONE,544.5,139,1574.5,417,62.5,7,546.5,41,1106,631.639999999999,338.179999999993,101,136.179999999993,473.860000000001,904,5538.15812714401,967.894461816017,10108.421792472,3602.36920351199,14678.6854578,9140.52733065599,18281.054661312,2152.59999999998,948.600000000006,8561.74666666666,9510.34666666666,13071,12327,13255,7951,50,CHoCH,-521,CHoCH,,NONE,,NONE,5.38625903559182,222,108.617542958784,0,0,0,0
28.1666666666715,13,59.3333333333285,24,5.66666666667152,16,22.8333333333285,1,346.333333333328,249.809333333324,190.095333333331,141.833333333328,93.571333333326,24.8593333333265,62.6666666666715,310.292288281562,167.171668740484,453.41290782264,24.0510491993919,596.533527363732,286.241239082166,572.482478164333,393.106666666688,248.313333333339,498.766666666663,250.453333333324,13101.6666666667,12357.6666666667,13285.6666666667,7981.66666666667,13.6666666666715,CHoCH,-26.3333333333285,CHoCH,,NONE,,NONE,267.666666666672,118,83.3333333333285,80,,,7.83333333332848,41,1075.33333333333,600.973333333328,307.513333333321,70.3333333333285,166.846666666665,504.526666666672,934.666666666672,70.2141396335792,506.821772139447,647.250051406605,1083.85768391247,1224.28596317963,1154.07182354604,2308.14364709209,570.960000000006,1040,480.82666666666,1520.82666666666,13101.6666666667,12357.6666666667,13285.6666666667,7981.66666666667,12.6666666666715,BOS,-181.333333333328,BOS,,NONE,,NONE,575.166666666672,139,1543.83333333333,417,93.1666666666715,7,515.833333333328,41,1075.33333333333,600.973333333328,307.513333333321,70.3333333333285,166.846666666665,504.526666666672,934.666666666672,5507.49146047734,937.227795149345,10077.7551258053,3633.03587017866,14648.0187911333,9140.52733065599,18281.054661312,2121.93333333331,979.266666666677,8531.07999999999,9510.34666666666,13101.6666666667,12357.6666666667,13285.6666666667,7981.66666666667,80.6666666666715,CHoCH,-490.333333333328,CHoCH,,NONE,,NONE,3.19823284573629,97,45.3906632249186,0,0,0,0
,,77,14,,,23.5,5,66,162.051999999996,221.474000000002,269.5,317.525999999998,385.902000000002,473,412.698511184441,249.061055666534,576.335966702347,85.4236001486424,739.973422220239,327.274911035804,654.549822071609,545.17333333334,339.626666666649,650.133333333346,310.506666666697,12975,12231,13159,7855,,NONE,-55,BOS,,NONE,,NONE,141,118,116.5,37,,,90.5,15,473,376.475999999995,316.762000000002,268.5,220.237999999998,151.525999999998,64,199.674049934518,377.037930555554,776.38603042459,953.749911045627,1353.09801091466,1153.42396098014,2306.84792196029,444.293333333335,756.986666666664,635.919999999998,1392.90666666666,12975,12231,13159,7855,40,BOS,-30,CHoCH,,NONE,,NONE,448.5,139,1670.5,417,326,106,33.5,7,1202,727.639999999999,434.179999999993,197,40.179999999993,377.860000000001,808,5632.58380033767,1062.02203441592,10203.1455662594,3508.53973150584,14773.7073321812,9141.12353184351,18282.247063687,2248.59999999998,852.600000000006,8657.74666666666,9510.34666666666,12975,12231,13159,7855,215,BOS,-46,CHoCH,,NONE,,NONE,3.5201823064181,69,76.2671651238927,0,0,0,0
36.1666666666715,15,3.83333333332848,19,20.1666666666715,15,,,13.3333333333285,2.95066666667117,13.0246666666644,21.1666666666715,29.3086666666786,40.9006666666683,55.6666666666715,161.647882099016,13.8230586146383,309.472705583394,134.001764869739,457.297529067771,295.64964696875,591.2992939375,333.133333333331,39.666666666657,378.600000000006,338.933333333349,13096.6666666667,12352.6666666667,13280.6666666667,7976.66666666667,7.66666666667152,BOS,-31.3333333333285,CHoCH,,NONE,,NONE,5.16666666667152,37,88.3333333333285,80,,,12.8333333333285,41,351.333333333328,254.809333333324,195.095333333331,146.833333333328,98.571333333326,29.8593333333265,57.6666666666715,84.7638272985205,488.912596068505,658.440250665546,1062.58901943555,1232.11667403259,1147.35284673406,2294.70569346812,565.960000000006,878.653333333335,514.253333333327,1392.90666666666,13096.6666666667,12352.6666666667,13280.6666666667,7976.66666666667,7.66666666667152,BOS,-186.333333333328,BOS,,NONE,,NONE,570.166666666672,139,194.833333333328,313,447.666666666672,106,520.833333333328,41,1080.33333333333,605.973333333328,312.513333333321,75.3333333333285,161.846666666665,499.526666666672,929.666666666672,5509.36407897329,938.490066244427,10080.2380917022,3632.38394648445,14651.112104431,9141.74802545773,18283.4960509155,2126.93333333331,974.266666666677,8536.07999999999,9510.34666666666,13096.6666666667,12352.6666666667,13280.6666666667,7976.66666666667,57.6666666666715,CHoCH,-495.333333333328,CHoCH,,NONE,,NONE,4.04571876646485,97,68.3153369393755,0,0,0,0
,,62.8333333333285,19,,,37.3333333333285,4,10.3333333333285,44.3173333333252,65.3413333333301,82.3333333333285,99.3253333333269,123.517333333322,154.333333333328,238.445958900236,117.283174300304,359.608743500168,3.87961029962753,480.7715281001,242.325569199862,484.651138399724,191.413333333316,26.2866666666523,335.459999999977,309.173333333325,12955.6666666667,12211.6666666667,13139.6666666667,7835.66666666667,,NONE,-10.3333333333285,BOS,,NONE,,NONE,121.666666666672,118,135.833333333328,37,,,74.8333333333285,3,492.333333333328,395.809333333324,336.095333333331,287.833333333328,239.571333333326,170.859333333327,83.3333333333285,230.986610352527,338.857354436957,800.830575142012,908.701319226442,1370.6745399315,1139.68792957897,2279.37585915794,424.960000000006,737.653333333335,655.253333333327,1392.90666666666,12955.6666666667,12211.6666666667,13139.6666666667,7835.66666666667,20.6666666666715,BOS,-49.3333333333285,CHoCH,,NONE,,NONE,429.166666666672,139,335.833333333328,313,306.666666666672,106,661.833333333328,41,1221.33333333333,746.973333333328,453.513333333321,216.333333333328,20.8466666666645,358.526666666672,788.666666666672,5648.81073885164,1077.62828600574,10219.9931916975,3493.55416684014,14791.1756445434,9142.36490569179,18284.7298113836,2267.93333333331,833.266666666677,8677.07999999999,9510.34666666666,12955.6666666667,12211.6666666667,13139.6666666667,7835.66666666667,195.666666666672,BOS,-65.3333333333285,CHoCH,,NONE,,NONE,5.18321564411398,53,88.6115018643016,0,0,0,0
189.333333333328,40,,,112.833333333328,31,,,450.333333333328,411.629333333331,387.685333333327,368.333333333328,348.98133333333,321.429333333333,286.333333333328,228.832682196487,334.093510042803,123.571854350172,439.354337889119,18.3110265038558,210.521655692625,421.043311385249,249.199999999968,369.679999999978,148.799999999988,220.87999999999,13396.3333333333,12652.3333333333,13580.3333333333,8276.33333333333,37.3333333333285,CHoCH,,NONE,,NONE,,NONE,63.3333333333285,104,34.1666666666715,89,,,419.166666666672,59,51.6666666666715,44.8573333333334,104.571333333326,152.833333333328,201.095333333331,269.80733333333,357.333333333328,200.442658607484,759.810017137861,358.924699922893,1319.17737566822,918.292058453255,1118.73471706074,2237.46943412149,902.87999999999,1171.66666666666,214.706666666665,1386.37333333332,13396.3333333333,12652.3333333333,13580.3333333333,8276.33333333333,10.3333333333285,BOS,-339.666666666672,CHoCH,,NONE,,NONE,104.833333333328,313,1249.16666666667,417,747.333333333328,106,221.166666666672,41,780.666666666672,306.306666666671,12.8466666666645,224.333333333328,461.513333333321,799.193333333329,1229.33333333333,5201.34278325249,628.989692331015,9773.69587417397,3943.36339859047,14346.0489650955,9144.70618184296,18289.4123636859,1827.26666666665,1273.93333333333,8236.41333333333,9510.34666666666,13396.3333333333,12652.3333333333,13580.3333333333,8276.33333333333,357.333333333328,CHoCH,-195.666666666672,CHoCH,,NONE,,NONE,10.7210876989533,356,192.782717662739,0,0,0,0
8.83333333332848,35,126.166666666672,29,48.8333333333285,37,105.666666666672,14,269.666666666672,157.094666666671,87.4526666666643,31.1666666666715,25.1193333333213,105.255333333334,207.333333333328,37.9671217550931,74.1215984914743,150.05584200166,186.210318738042,262.144562248228,224.177440493128,448.354880986255,6.19999999999709,53.0533333333151,231.413333333374,284.466666666689,13153.3333333333,12409.3333333333,13337.3333333333,8033.33333333333,0.333333333328483,BOS,-2.66666666667152,CHoCH,,NONE,,NONE,162.333333333328,90,277.166666666672,89,,,662.166666666672,59,294.666666666672,198.142666666667,138.428666666674,90.1666666666715,41.9046666666691,26.8073333333305,114.333333333328,47.6460895820637,506.814613254479,602.106792418606,1061.27531609102,1156.56749525515,1108.92140567308,2217.84281134616,670.93333333332,912.133333333302,441.266666666692,1353.39999999999,13153.3333333333,12409.3333333333,13337.3333333333,8033.33333333333,43.3333333333285,CHoCH,-129.666666666672,BOS,,NONE,,NONE,626.833333333328,139,138.166666666672,313,504.333333333328,106,464.166666666672,41,1023.66666666667,549.306666666671,255.846666666665,18.6666666666715,218.513333333321,556.193333333329,986.333333333328,5439.69605036337,866.641597959751,10012.750502767,3706.41285444389,14585.8049551706,9146.10890480726,18292.2178096145,2070.26666666665,1030.93333333333,8479.41333333333,9510.34666666666,13153.3333333333,12409.3333333333,13337.3333333333,8033.33333333333,114.333333333328,CHoCH,-438.666666666672,CHoCH,,NONE,,NONE,8.01641959724105,220,123.418146734547,1,1,1,1
2.16666666667152,35,132.833333333328,29,42.1666666666715,37,112.333333333328,14,276.333333333328,163.761333333328,94.1193333333213,37.8333333333285,18.4526666666643,98.5886666666775,200.666666666672,44.4766266451334,67.4006420921651,156.353895382432,179.277910829449,268.231164119716,223.754537474587,447.509074949174,0.466666666674428,46.3866666666581,238.080000000031,284.466666666689,13146.6666666667,12402.6666666667,13330.6666666667,8026.66666666667,4.66666666667152,CHoCH,-6.33333333332848,BOS,,NONE,,NONE,155.666666666672,90,283.833333333328,89,,,668.833333333328,59,301.333333333328,204.809333333324,145.095333333331,96.8333333333285,48.571333333326,20.1406666666735,107.666666666672,54.3127562487207,500.147946587822,608.773459085263,1054.60864942436,1163.23416192181,1108.92140567308,2217.84281134616,664.266666666663,905.466666666645,447.933333333349,1353.39999999999,13146.6666666667,12402.6666666667,13330.6666666667,8026.66666666667,36.6666666666715,CHoCH,-136.333333333328,BOS,,NONE,,NONE,620.166666666672,139,144.833333333328,313,497.666666666672,106,470.833333333328,41,1030.33333333333,555.973333333328,262.513333333321,25.3333333333285,211.846666666665,549.526666666672,979.666666666672,5446.36271703003,873.308264626408,10019.4171694337,3699.74618777723,14592.4716218373,9146.10890480726,18292.2178096145,2076.93333333331,1024.26666666668,8486.07999999999,9510.34666666666,13146.6666666667,12402.6666666667,13330.6666666667,8026.66666666667,107.666666666672,CHoCH,-445.333333333328,CHoCH,,NONE,,NONE,7.89024676886669,183,135.334517387637,0,0,0,0
2.16666666667152,35,132.833333333328,29,42.1666666666715,37,112.333333333328,14,276.333333333328,163.761333333328,94.1193333333213,37.8333333333285,18.4526666666643,98.5886666666775,200.666666666672,44.4766266451334,67.4006420921651,156.353895382432,179.277910829449,268.231164119716,223.754537474587,447.509074949174,0.466666666674428,46.3866666666581,238.080000000031,284.466666666689,13146.6666666667,12402.6666666667,13330.6666666667,8026.66666666667,4.66666666667152,CHoCH,-6.33333333332848,BOS,,NONE,,NONE,155.666666666672,90,283.833333333328,89,,,668.833333333328,59,301.333333333328,204.809333333324,145.095333333331,96.8333333333285,48.571333333326,20.1406666666735,107.666666666672,54.3127562487207,500.147946587822,608.773459085263,1054.60864942436,1163.23416192181,1108.92140567308,2217.84281134616,664.266666666663,905.466666666645,447.933333333349,1353.39999999999,13146.6666666667,12402.6666666667,13330.6666666667,8026.66666666667,36.6666666666715,CHoCH,-136.333333333328,BOS,,NONE,,NONE,620.166666666672,139,144.833333333328,313,497.666666666672,106,470.833333333328,41,1030.33333333333,555.973333333328,262.513333333321,25.3333333333285,211.846666666665,549.526666666672,979.666666666672,5446.36271703003,873.308264626408,10019.4171694337,3699.74618777723,14592.4716218373,9146.10890480726,18292.2178096145,2076.93333333331,1024.26666666668,8486.07999999999,9510.34666666666,13146.6666666667,12402.6666666667,13330.6666666667,8026.66666666667,107.666666666672,CHoCH,-445.333333333328,CHoCH,,NONE,,NONE,7.89024676886669,183,135.334517387637,0,0,0,0
111.666666666672,22,,,74.6666666666715,18,,,77.3333333333285,35.2386666666716,104.880666666679,161.166666666672,217.452666666664,297.588666666677,399.666666666672,169.012573119631,275.504467931678,62.5206783075846,381.996362743725,43.9712165044621,212.983789624091,425.967579248183,198.306666666642,249.186666666646,30.6533333333209,279.839999999967,13345.6666666667,12601.6666666667,13529.6666666667,8225.66666666667,59.6666666666715,BOS,-13.3333333333285,CHoCH,,NONE,,NONE,354.666666666672,90,84.8333333333285,89,,,469.833333333328,59,399.666666666672,281.194666666677,207.902666666676,148.666666666672,89.4306666666671,5.0946666666714,102.333333333328,140.374230816087,691.793091054031,411.044629421856,1243.21195129199,962.463489659815,1102.83772047589,2205.67544095179,863.266666666663,1104.46666666665,248.933333333349,1353.39999999999,13345.6666666667,12601.6666666667,13529.6666666667,8225.66666666667,62.6666666666715,BOS,-40.3333333333285,BOS,,NONE,,NONE,54.1666666666715,313,1299.83333333333,417,696.666666666672,106,271.833333333328,41,831.333333333328,356.973333333328,63.5133333333215,173.666666666672,410.846666666665,748.526666666672,1178.66666666667,5244.52359858788,671.028257448706,9818.01893972706,3902.46708369047,14391.5142808662,9146.99068227835,18293.9813645567,1877.93333333331,1223.26666666668,8287.07999999999,9510.34666666666,13345.6666666667,12601.6666666667,13529.6666666667,8225.66666666667,306.666666666672,CHoCH,-246.333333333328,CHoCH,,NONE,,NONE,7.89321268825384,164,122.383391061901,0,0,0,0
41.1666666666715,25,239.833333333328,19,,,64.8333333333285,39,64.3333333333285,132.301333333322,174.349333333332,208.333333333328,242.317333333325,290.701333333331,352.333333333328,105.482285086488,2.98013411171269,213.944704284688,111.442553309913,322.407123482888,216.924838396403,433.849676792807,9.91333333338844,82.3066666666418,181.633333333346,263.939999999988,13070.6666666667,12326.6666666667,13254.6666666667,7950.66666666667,3.66666666667152,CHoCH,-17.3333333333285,CHoCH,,NONE,,NONE,79.6666666666715,90,234.333333333328,124,,,744.833333333328,59,124.666666666672,6.19466666667722,67.0973333333241,126.333333333328,185.569333333333,269.905333333329,377.333333333328,136.941002229461,412.877687093933,686.759691552856,962.696376417342,1236.57838087626,1099.6373786468,2199.27475729361,548.066666666666,829.466666666645,523.933333333349,1353.39999999999,13070.6666666667,12326.6666666667,13254.6666666667,7950.66666666667,29.6666666666715,BOS,-18.3333333333285,BOS,,NONE,,NONE,544.166666666672,139,220.833333333328,313,421.666666666672,106,546.833333333328,41,1106.33333333333,631.973333333328,338.513333333321,101.333333333328,135.846666666665,473.526666666672,903.666666666672,5519.52359858788,946.028257448706,10093.0189397271,3627.46708369047,14666.5142808662,9146.99068227835,18293.9813645567,2152.93333333331,948.266666666677,8562.07999999999,9510.34666666666,13070.6666666667,12326.6666666667,13254.6666666667,7950.66666666667,31.6666666666715,CHoCH,-521.333333333328,CHoCH,,NONE,,NONE,6.79427950100153,58,119.558980938138,0,0,0,0
